signal_date,execution_date,ticker,side,quantity,price,notional,cost,reason,event_type,realized_pnl
2005-01-03,2005-01-04,ADBE,buy,162.03173745559803,31.09889880624707,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,ADSK,buy,134.55049340617865,37.45068842906704,5039.008606532036,12.59752151633009,rebalance,rebalance,0.0
2005-01-03,2005-01-04,AMD,buy,234.59072224949475,21.479999542236328,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,CACI,buy,76.67389703189244,65.72000122070312,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,CTSH,buy,550.987073337943,9.145420737378,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,FFIV,buy,213.56256635616924,23.594999313354492,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,GEN,buy,538.6554008625352,9.354790833737487,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,MRVL,buy,345.49365016794064,14.584952875639335,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,NTAP,buy,210.87508205900247,23.895704306695333,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,ORCL,buy,471.50107931716803,10.687162400199746,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,QCOM,buy,189.89178788952935,26.536211294526908,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,STX,buy,595.4072438512411,8.46312949425755,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,SWKS,buy,709.9108536969032,7.098086443235933,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,VRSN,buy,185.56138221663224,27.15548109384788,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-01-03,2005-01-04,WDC,buy,773.8623963121705,6.51150466871805,5039.0086065320365,12.597521516330092,rebalance,rebalance,0.0
2005-02-01,2005-02-02,ADBE,sell,31.946126610353105,29.844145164127408,953.4048399909715,2.3835120999774286,rebalance,rebalance,-44.95175421270113
2005-02-01,2005-02-02,ADSK,sell,0.4242414932038514,28.945070770699143,12.279700044652559,0.0306992501116314,rebalance,rebalance,-3.6788555260703237
2005-02-01,2005-02-02,CACI,sell,2.851994720324683,52.59000015258789,149.98640277705493,0.3749660069426373,rebalance,rebalance,-38.29024247231765
2005-02-01,2005-02-02,CTSH,sell,89.81463528056418,8.41831283366211,756.0876968330551,1.8902192420826378,rebalance,rebalance,-69.24863199397812
2005-02-01,2005-02-02,FFIV,sell,49.23266778136812,23.625,1163.1217763348218,2.9078044408370545,rebalance,rebalance,-4.3349025082458175
2005-02-01,2005-02-02,GEN,sell,538.6554008625352,8.289413884149328,4465.137558681921,11.162843896704803,rebalance,rebalance,-597.6314132631494
2005-02-01,2005-02-02,MRVL,sell,74.88689402666955,14.346625742791556,1074.3742416407206,2.6859356041018017,rebalance,rebalance,-23.264068896308352
2005-02-01,2005-02-02,NTAP,sell,46.39165002265605,23.602947760548883,1094.9796920104172,2.7374492300260433,rebalance,rebalance,-19.090311338796326
2005-02-01,2005-02-02,ORCL,sell,113.81462994606443,10.85390251896782,1235.332898666979,3.0883322466674477,rebalance,rebalance,12.848244083703122
2005-02-01,2005-02-02,QCOM,sell,189.89178788952935,22.701201235715438,4310.771689889997,10.776929224724993,rebalance,rebalance,-751.6113673830943
2005-02-01,2005-02-02,STX,sell,114.17128586151694,8.067339502324918,921.058524461846,2.302646311154615,rebalance,rebalance,-49.90611456315248
2005-02-01,2005-02-02,SWKS,sell,709.9108536969032,5.806815373876127,4122.3212593287035,10.30580314832176,rebalance,rebalance,-939.5906718679845
2005-02-01,2005-02-02,VRSN,sell,5.555446171048942,21.567587931358858,119.81757379202894,0.2995439344800723,rebalance,rebalance,-31.719935641924774
2005-02-01,2005-02-02,WDC,sell,202.0421825066569,6.789360991617752,1371.737312572011,3.4293432814300275,rebalance,rebalance,49.42035808382493
2005-02-01,2005-02-02,AMD,buy,2.423566684570204,16.3799991607666,39.69802025932184,0.09924505064830459,rebalance,rebalance,0.0
2005-02-01,2005-02-02,CHKP,buy,160.22674070060495,24.229999542236328,3882.2938538296767,9.705734634574192,rebalance,rebalance,0.0
2005-02-01,2005-02-02,CIEN,buy,224.53982928035416,17.290000915527344,3882.2938538296767,9.705734634574192,rebalance,rebalance,0.0
2005-02-01,2005-02-02,TXN,buy,268.65445052252966,14.450882337064069,3882.2938538296767,9.705734634574192,rebalance,rebalance,0.0
2005-03-02,2005-03-03,CACI,sell,73.82190231156775,54.400001525878906,4015.9115983925694,10.039778995981424,rebalance,rebalance,-857.8326294093483
2005-03-02,2005-03-03,CTSH,sell,8.948060491032265,10.440713433145262,93.42413536931697,0.23356033842329244,rebalance,rebalance,11.152212611959428
2005-03-02,2005-03-03,ADBE,buy,21.10604440253968,31.22887388139693,659.1179987820752,1.6477949969551882,rebalance,rebalance,0.0
2005-03-02,2005-03-03,ADSK,buy,25.467669147764582,29.584742966843645,753.4544457012291,1.8836361142530729,rebalance,rebalance,0.0
2005-03-02,2005-03-03,AMD,buy,28.98825380693279,17.75,514.541505073057,1.2863537626826425,rebalance,rebalance,0.0
2005-03-02,2005-03-03,CHKP,buy,49.80641009113239,22.479999542236328,1119.648076049091,2.7991201901227276,rebalance,rebalance,0.0
2005-03-02,2005-03-03,CIEN,buy,107.72935586937464,14.210000038146973,1530.8341510133625,3.8270853775334066,rebalance,rebalance,0.0
2005-03-02,2005-03-03,FFIV,buy,7.70672689993458,27.44499969482422,211.51111741679816,0.5287777935419954,rebalance,rebalance,0.0
2005-03-02,2005-03-03,IBM,buy,100.99710537890192,46.74931143758334,4721.545133652709,11.803862834131774,rebalance,rebalance,0.0
2005-03-02,2005-03-03,MRVL,buy,21.113683986297815,16.185170746307612,341.7285804018109,0.8543214510045273,rebalance,rebalance,0.0
2005-03-02,2005-03-03,NTAP,buy,50.8471962518758,21.926955636486944,1114.9242164546258,2.7873105411365646,rebalance,rebalance,0.0
2005-03-02,2005-03-03,ORCL,buy,96.94450646822969,10.385445762125588,1006.8119138618327,2.5170297846545817,rebalance,rebalance,0.0
2005-03-02,2005-03-03,STX,buy,62.567800085344174,8.682443001802376,543.2413579891667,1.3581033949729167,rebalance,rebalance,0.0
2005-03-02,2005-03-03,TXN,buy,16.69014798449882,16.546817982035186,276.1688407927334,0.6904221019818335,rebalance,rebalance,0.0
2005-03-02,2005-03-03,VRSN,buy,19.75530759721471,23.635941825109555,466.93530110491173,1.1673382527622793,rebalance,rebalance,0.0
2005-03-02,2005-03-03,WDC,buy,85.59500232483845,7.181983345996244,614.7418811974995,1.536854702993749,rebalance,rebalance,0.0
2005-03-31,2005-04-01,CIEN,sell,332.2691851497288,12.319999694824219,4093.5562596441505,10.233890649110377,rebalance,rebalance,-1343.338455860107
2005-03-31,2005-04-01,IBM,sell,100.99710537890192,45.916204201770604,4637.403714365405,11.593509285913512,rebalance,rebalance,-107.53879140734941
2005-03-31,2005-04-01,ORCL,sell,454.6309558393333,9.97256705136975,4533.837690736072,11.33459422684018,rebalance,rebalance,-319.0356528490146
2005-03-31,2005-04-01,ADBE,buy,10.85605068680681,33.90999984741211,368.12867713311704,0.9203216928327926,rebalance,rebalance,0.0
2005-03-31,2005-04-01,ADSK,buy,25.486496072028245,29.690000534057617,756.694081989776,1.89173520497444,rebalance,rebalance,0.0
2005-03-31,2005-04-01,AMD,buy,70.90964999021014,16.309999465942383,1156.5363534704886,2.8913408836762216,rebalance,rebalance,0.0
2005-03-31,2005-04-01,CHKP,buy,41.45598365128262,21.850000381469727,905.813258594728,2.26453314648682,rebalance,rebalance,0.0
2005-03-31,2005-04-01,CTSH,buy,88.28429602126937,10.166419064179435,897.5351501382935,2.2438378753457338,rebalance,rebalance,0.0
2005-03-31,2005-04-01,FFIV,buy,44.43127422862878,25.385000228881836,1127.887906463253,2.819719766158133,rebalance,rebalance,0.0
2005-03-31,2005-04-01,INTC,buy,405.86895775162304,13.538945461501,5495.0376835154775,13.737594208788694,rebalance,rebalance,0.0
2005-03-31,2005-04-01,MRVL,buy,43.29740029298546,16.402224062507987,710.1736609296464,1.7754341523241162,rebalance,rebalance,0.0
2005-03-31,2005-04-01,NTAP,buy,55.03921203516609,20.32415182456329,1118.6253017070467,2.7965632542676166,rebalance,rebalance,0.0
2005-03-31,2005-04-01,SNPS,buy,301.2630346748418,18.239999771118164,5495.0376835154775,13.737594208788694,rebalance,rebalance,0.0
2005-03-31,2005-04-01,STX,buy,46.91584539022267,9.3022775125125,436.4242135539816,1.091060533884954,rebalance,rebalance,0.0
